travelCode,userCode,name,place,days,price,total,date,userCompany,user,userGender,userAge,cantReservacion
120624,1196,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/19/2021,Umbrella LTDA,Kevin Averill,none,27,1
120626,1196,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/02/2021,Umbrella LTDA,Kevin Averill,none,27,1
120627,1196,Hotel AU,Recife (PE),3,312.83,938.49,09/09/2021,Umbrella LTDA,Kevin Averill,none,27,1
120629,1196,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/23/2021,Umbrella LTDA,Kevin Averill,none,27,1
120630,1196,Hotel BD,Natal (RN),4,242.88,971.52,09/30/2021,Umbrella LTDA,Kevin Averill,none,27,1
120635,1196,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/04/2021,Umbrella LTDA,Kevin Averill,none,27,1
120639,1196,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/02/2021,Umbrella LTDA,Kevin Averill,none,27,1
120642,1196,Hotel AU,Recife (PE),4,312.83,1251.32,12/23/2021,Umbrella LTDA,Kevin Averill,none,27,1
120646,1196,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/20/2022,Umbrella LTDA,Kevin Averill,none,27,1
120647,1196,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/27/2022,Umbrella LTDA,Kevin Averill,none,27,1
120651,1196,Hotel BP,Brasilia (DF),3,247.62,742.86,02/24/2022,Umbrella LTDA,Kevin Averill,none,27,1
120661,1196,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/05/2022,Umbrella LTDA,Kevin Averill,none,27,1
120666,1196,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/09/2022,Umbrella LTDA,Kevin Averill,none,27,1
120670,1196,Hotel Z,Aracaju (SE),2,208.04,416.08,07/07/2022,Umbrella LTDA,Kevin Averill,none,27,1
120673,1196,Hotel AU,Recife (PE),4,312.83,1251.32,07/28/2022,Umbrella LTDA,Kevin Averill,none,27,1
120674,1196,Hotel BD,Natal (RN),1,242.88,242.88,08/04/2022,Umbrella LTDA,Kevin Averill,none,27,1
120675,1196,Hotel K,Salvador (BH),2,263.41,526.82,08/11/2022,Umbrella LTDA,Kevin Averill,none,27,1
120679,1196,Hotel K,Salvador (BH),1,263.41,263.41,09/08/2022,Umbrella LTDA,Kevin Averill,none,27,1
120680,1196,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/15/2022,Umbrella LTDA,Kevin Averill,none,27,1
120681,1196,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/22/2022,Umbrella LTDA,Kevin Averill,none,27,1
120697,1196,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/12/2023,Umbrella LTDA,Kevin Averill,none,27,1
120698,1196,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/19/2023,Umbrella LTDA,Kevin Averill,none,27,1
120702,1196,Hotel AU,Recife (PE),2,312.83,625.66,02/16/2023,Umbrella LTDA,Kevin Averill,none,27,1
120706,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,10/10/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120707,1197,Hotel BP,Brasilia (DF),4,247.62,990.48,10/17/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120708,1197,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/24/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120711,1197,Hotel Z,Aracaju (SE),4,208.04,832.16,11/14/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120713,1197,Hotel K,Salvador (BH),4,263.41,1053.64,11/28/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120716,1197,Hotel Z,Aracaju (SE),3,208.04,624.12,12/19/2019,Umbrella LTDA,Maria Hawthorne,none,58,1
120718,1197,Hotel BD,Natal (RN),4,242.88,971.52,01/02/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120722,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/30/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120727,1197,Hotel BD,Natal (RN),1,242.88,242.88,03/05/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120728,1197,Hotel BP,Brasilia (DF),3,247.62,742.86,03/12/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120730,1197,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120733,1197,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/16/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120737,1197,Hotel Z,Aracaju (SE),3,208.04,624.12,05/14/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120740,1197,Hotel BP,Brasilia (DF),3,247.62,742.86,06/04/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120745,1197,Hotel Z,Aracaju (SE),3,208.04,624.12,07/09/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120746,1197,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/16/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120748,1197,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/30/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120755,1197,Hotel BD,Natal (RN),3,242.88,728.64,09/17/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120757,1197,Hotel AU,Recife (PE),4,312.83,1251.32,10/01/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120758,1197,Hotel AU,Recife (PE),4,312.83,1251.32,10/08/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120761,1197,Hotel Z,Aracaju (SE),3,208.04,624.12,10/29/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120763,1197,Hotel BD,Natal (RN),3,242.88,728.64,11/12/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120765,1197,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/26/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120768,1197,Hotel BD,Natal (RN),1,242.88,242.88,12/17/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120769,1197,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/24/2020,Umbrella LTDA,Maria Hawthorne,none,58,1
120772,1197,Hotel BD,Natal (RN),1,242.88,242.88,01/14/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120776,1197,Hotel K,Salvador (BH),3,263.41,790.23,02/11/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120778,1197,Hotel BD,Natal (RN),2,242.88,485.76,02/25/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120779,1197,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/04/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120781,1197,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/18/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120783,1197,Hotel AU,Recife (PE),3,312.83,938.49,04/01/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120787,1197,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/29/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120793,1197,Hotel K,Salvador (BH),3,263.41,790.23,06/10/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120794,1197,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/17/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120796,1197,Hotel K,Salvador (BH),4,263.41,1053.64,07/01/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120799,1197,Hotel BP,Brasilia (DF),2,247.62,495.24,07/22/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120807,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,09/16/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120808,1197,Hotel BD,Natal (RN),3,242.88,728.64,09/23/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120810,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/07/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120817,1197,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/25/2021,Umbrella LTDA,Maria Hawthorne,none,58,1
120824,1197,Hotel BD,Natal (RN),4,242.88,971.52,01/13/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120825,1197,Hotel K,Salvador (BH),1,263.41,263.41,01/20/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120827,1197,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/03/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120832,1197,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/10/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120833,1197,Hotel BD,Natal (RN),4,242.88,971.52,03/17/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120835,1197,Hotel BP,Brasilia (DF),2,247.62,495.24,03/31/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120837,1197,Hotel BP,Brasilia (DF),4,247.62,990.48,04/14/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120838,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,04/21/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120839,1197,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/28/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120840,1197,Hotel BD,Natal (RN),2,242.88,485.76,05/05/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120844,1197,Hotel Z,Aracaju (SE),2,208.04,416.08,06/02/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120845,1197,Hotel K,Salvador (BH),4,263.41,1053.64,06/09/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120847,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,06/23/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120852,1197,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/28/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120853,1197,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/04/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120856,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/25/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120858,1197,Hotel BD,Natal (RN),2,242.88,485.76,09/08/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120864,1197,Hotel BP,Brasilia (DF),3,247.62,742.86,10/20/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120866,1197,Hotel AU,Recife (PE),1,312.83,312.83,11/03/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120874,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,12/29/2022,Umbrella LTDA,Maria Hawthorne,none,58,1
120875,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/05/2023,Umbrella LTDA,Maria Hawthorne,none,58,1
120876,1197,Hotel K,Salvador (BH),4,263.41,1053.64,01/12/2023,Umbrella LTDA,Maria Hawthorne,none,58,1
120877,1197,Hotel AU,Recife (PE),3,312.83,938.49,01/19/2023,Umbrella LTDA,Maria Hawthorne,none,58,1
120882,1197,Hotel Z,Aracaju (SE),2,208.04,416.08,02/23/2023,Umbrella LTDA,Maria Hawthorne,none,58,1
120888,1198,Hotel Z,Aracaju (SE),3,208.04,624.12,10/24/2019,Umbrella LTDA,Donnie Ames,none,57,1
120889,1198,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/31/2019,Umbrella LTDA,Donnie Ames,none,57,1
120895,1198,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,Umbrella LTDA,Donnie Ames,none,57,1
120899,1198,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,Umbrella LTDA,Donnie Ames,none,57,1
120902,1198,Hotel BD,Natal (RN),2,242.88,485.76,01/30/2020,Umbrella LTDA,Donnie Ames,none,57,1
120916,1198,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/07/2020,Umbrella LTDA,Donnie Ames,none,57,1
120922,1198,Hotel K,Salvador (BH),2,263.41,526.82,06/18/2020,Umbrella LTDA,Donnie Ames,none,57,1
120924,1198,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/02/2020,Umbrella LTDA,Donnie Ames,none,57,1
120927,1198,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/23/2020,Umbrella LTDA,Donnie Ames,none,57,1
120929,1198,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,Umbrella LTDA,Donnie Ames,none,57,1
120932,1198,Hotel K,Salvador (BH),3,263.41,790.23,08/27/2020,Umbrella LTDA,Donnie Ames,none,57,1
120934,1198,Hotel BD,Natal (RN),2,242.88,485.76,09/10/2020,Umbrella LTDA,Donnie Ames,none,57,1
120938,1198,Hotel BD,Natal (RN),1,242.88,242.88,10/08/2020,Umbrella LTDA,Donnie Ames,none,57,1
120940,1198,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/22/2020,Umbrella LTDA,Donnie Ames,none,57,1
120944,1198,Hotel BD,Natal (RN),1,242.88,242.88,11/19/2020,Umbrella LTDA,Donnie Ames,none,57,1
120946,1199,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/26/2019,Umbrella LTDA,Michael Parker,none,44,1
120947,1199,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/03/2019,Umbrella LTDA,Michael Parker,none,44,1
120948,1199,Hotel BD,Natal (RN),1,242.88,242.88,10/10/2019,Umbrella LTDA,Michael Parker,none,44,1
120951,1199,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/31/2019,Umbrella LTDA,Michael Parker,none,44,1
120954,1199,Hotel BD,Natal (RN),4,242.88,971.52,11/21/2019,Umbrella LTDA,Michael Parker,none,44,1
120957,1199,Hotel BP,Brasilia (DF),4,247.62,990.48,12/12/2019,Umbrella LTDA,Michael Parker,none,44,1
120959,1199,Hotel AU,Recife (PE),2,312.83,625.66,12/26/2019,Umbrella LTDA,Michael Parker,none,44,1
120963,1199,Hotel Z,Aracaju (SE),4,208.04,832.16,01/23/2020,Umbrella LTDA,Michael Parker,none,44,1
120964,1199,Hotel Z,Aracaju (SE),4,208.04,832.16,01/30/2020,Umbrella LTDA,Michael Parker,none,44,1
120967,1199,Hotel K,Salvador (BH),2,263.41,526.82,02/20/2020,Umbrella LTDA,Michael Parker,none,44,1
120973,1200,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/17/2019,Umbrella LTDA,Alicia Gilchrist,female,62,1
120976,1200,Hotel BD,Natal (RN),1,242.88,242.88,11/07/2019,Umbrella LTDA,Alicia Gilchrist,female,62,1
120980,1200,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/05/2019,Umbrella LTDA,Alicia Gilchrist,female,62,1
120985,1200,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,Umbrella LTDA,Alicia Gilchrist,female,62,1
120988,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,10/10/2019,Umbrella LTDA,Samuel Bejarano,male,36,1
120992,1201,Hotel K,Salvador (BH),3,263.41,790.23,11/07/2019,Umbrella LTDA,Samuel Bejarano,male,36,1
120998,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,12/19/2019,Umbrella LTDA,Samuel Bejarano,male,36,1
121002,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,01/16/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121003,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,01/23/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121005,1201,Hotel K,Salvador (BH),1,263.41,263.41,02/06/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121006,1201,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/13/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121009,1201,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/05/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121012,1201,Hotel K,Salvador (BH),4,263.41,1053.64,03/26/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121013,1201,Hotel K,Salvador (BH),4,263.41,1053.64,04/02/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121016,1201,Hotel BD,Natal (RN),1,242.88,242.88,04/23/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121018,1201,Hotel AU,Recife (PE),1,312.83,312.83,05/07/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121020,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121022,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,06/04/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121024,1201,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/18/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121025,1201,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/25/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121031,1201,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/06/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121033,1201,Hotel BD,Natal (RN),4,242.88,971.52,08/20/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121038,1201,Hotel K,Salvador (BH),2,263.41,526.82,09/24/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121046,1201,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/19/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121050,1201,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/17/2020,Umbrella LTDA,Samuel Bejarano,male,36,1
121063,1201,Hotel K,Salvador (BH),2,263.41,526.82,03/18/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121068,1201,Hotel K,Salvador (BH),1,263.41,263.41,04/22/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121073,1201,Hotel AU,Recife (PE),1,312.83,312.83,05/27/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121075,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,06/10/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121079,1201,Hotel K,Salvador (BH),4,263.41,1053.64,07/08/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121081,1201,Hotel Z,Aracaju (SE),1,208.04,208.04,07/22/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121082,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,07/29/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121089,1201,Hotel BD,Natal (RN),1,242.88,242.88,09/16/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121090,1201,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/23/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121094,1201,Hotel AU,Recife (PE),2,312.83,625.66,10/21/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121095,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,10/28/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121098,1201,Hotel AU,Recife (PE),4,312.83,1251.32,11/18/2021,Umbrella LTDA,Samuel Bejarano,male,36,1
121106,1201,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/13/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121109,1201,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/03/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121118,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,04/07/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121121,1201,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/28/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121122,1201,Hotel BD,Natal (RN),1,242.88,242.88,05/05/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121125,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,05/26/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121126,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,06/02/2022,Umbrella LTDA,Samuel Bejarano,male,36,1
121140,1202,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/10/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121141,1202,Hotel BD,Natal (RN),1,242.88,242.88,10/17/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121142,1202,Hotel Z,Aracaju (SE),3,208.04,624.12,10/24/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121146,1202,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/21/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121149,1202,Hotel BP,Brasilia (DF),3,247.62,742.86,12/12/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121150,1202,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/19/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121151,1202,Hotel Z,Aracaju (SE),3,208.04,624.12,12/26/2019,Umbrella LTDA,Lauren Saenz,none,37,1
121152,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,01/02/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121155,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121161,1202,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/05/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121162,1202,Hotel K,Salvador (BH),2,263.41,526.82,03/12/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121163,1202,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/19/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121166,1202,Hotel Z,Aracaju (SE),4,208.04,832.16,04/09/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121172,1202,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/21/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121178,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,07/02/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121179,1202,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/09/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121183,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,08/06/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121189,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,09/17/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121190,1202,Hotel BD,Natal (RN),4,242.88,971.52,09/24/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121191,1202,Hotel BP,Brasilia (DF),3,247.62,742.86,10/01/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121193,1202,Hotel BP,Brasilia (DF),2,247.62,495.24,10/15/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121197,1202,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/12/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121199,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,11/26/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121204,1202,Hotel AU,Recife (PE),1,312.83,312.83,12/31/2020,Umbrella LTDA,Lauren Saenz,none,37,1
121205,1202,Hotel BP,Brasilia (DF),2,247.62,495.24,01/07/2021,Umbrella LTDA,Lauren Saenz,none,37,1
121208,1202,Hotel AU,Recife (PE),1,312.83,312.83,01/28/2021,Umbrella LTDA,Lauren Saenz,none,37,1
121212,1202,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021,Umbrella LTDA,Lauren Saenz,none,37,1
121213,1202,Hotel BD,Natal (RN),2,242.88,485.76,03/04/2021,Umbrella LTDA,Lauren Saenz,none,37,1
121216,1202,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/25/2021,Umbrella LTDA,Lauren Saenz,none,37,1
121217,1203,Hotel AU,Recife (PE),1,312.83,312.83,09/26/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121218,1203,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/03/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121224,1203,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/14/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121226,1203,Hotel BD,Natal (RN),2,242.88,485.76,11/28/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121227,1203,Hotel AU,Recife (PE),3,312.83,938.49,12/05/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121228,1203,Hotel BD,Natal (RN),4,242.88,971.52,12/12/2019,Umbrella LTDA,Troy Stenberg,none,53,1
121232,1203,Hotel BD,Natal (RN),3,242.88,728.64,01/09/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121234,1203,Hotel BP,Brasilia (DF),2,247.62,495.24,01/23/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121237,1203,Hotel BD,Natal (RN),2,242.88,485.76,02/13/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121242,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/19/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121245,1203,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/09/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121250,1203,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/14/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121259,1203,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/16/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121261,1203,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/30/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121264,1203,Hotel Z,Aracaju (SE),1,208.04,208.04,08/20/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121265,1203,Hotel K,Salvador (BH),4,263.41,1053.64,08/27/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121273,1203,Hotel K,Salvador (BH),1,263.41,263.41,10/22/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121281,1203,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,Umbrella LTDA,Troy Stenberg,none,53,1
121289,1203,Hotel AU,Recife (PE),4,312.83,1251.32,02/11/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121290,1203,Hotel K,Salvador (BH),2,263.41,526.82,02/18/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121293,1203,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/11/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121294,1203,Hotel K,Salvador (BH),2,263.41,526.82,03/18/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121297,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/08/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121300,1203,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/29/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121303,1203,Hotel Z,Aracaju (SE),3,208.04,624.12,05/20/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121308,1203,Hotel BP,Brasilia (DF),4,247.62,990.48,06/24/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121309,1203,Hotel K,Salvador (BH),4,263.41,1053.64,07/01/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121310,1203,Hotel Z,Aracaju (SE),3,208.04,624.12,07/08/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121311,1203,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/15/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121313,1203,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/29/2021,Umbrella LTDA,Troy Stenberg,none,53,1
121315,1203,Hotel BP,Brasilia (DF),4,247.62,990.48,08/12/2021,Umbrella LTDA,Troy Stenberg,none,53,1
